;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;genre
366;0.781;0.67;3;-3.912;0;0.0452;0.0103;0.0;0.0761;0.595;127.99;pop
367;0.706;0.783;0;-3.441;0;0.1;0.315;0.0;0.373;0.739;150.045;pop
368;0.448;0.824;5;-4.249;0;0.057;0.0739;0.0;0.113;0.419;119.965;pop
369;0.578;0.537;9;-8.676;1;0.0832;0.162;0.0;0.076;0.25;83.909;pop
370;0.729;0.65;5;-3.539;1;0.0313;0.0702;6.69e-05;0.0829;0.347;110.02;pop
371;0.64;0.392;2;-7.246;0;0.0574;0.0593;0.0;0.0839;0.502;145.838;pop
372;0.407;0.416;6;-8.915;0;0.174;0.656;0.0;0.0981;0.246;176.947;pop
373;0.475;0.846;10;-3.344;1;0.283;0.275;0.0;0.0824;0.451;96.036;pop
374;0.654;0.623;6;-5.273;0;0.082;0.253;0.0;0.144;0.401;123.996;pop
375;0.774;0.753;4;-5.446;0;0.0517;0.152;0.0;0.0371;0.896;119.002;pop
376;0.812;0.519;2;-4.823;1;0.0385;0.379;0.0;0.13;0.554;104.954;pop
377;0.779;0.705;0;-3.895;1;0.0344;0.369;7.91e-06;0.124;0.946;101.022;pop
378;0.755;0.837;2;-2.718;0;0.142;0.0991;0.0;0.289;0.714;120.028;pop
379;0.63;0.53;0;-7.259;1;0.0434;0.4;0.0;0.177;0.417;108.038;pop
380;0.753;0.657;7;-3.061;1;0.0449;0.171;0.0;0.112;0.437;107.01;pop
381;0.526;0.818;3;-5.952;1;0.0358;0.0587;0.0;0.333;0.896;171.96;pop
382;0.858;0.678;1;-3.87;0;0.0469;0.0761;0.0;0.0741;0.922;117.009;pop
383;0.749;0.461;10;-2.961;0;0.0416;0.0516;6.24e-06;0.0738;0.42;139.02;pop
384;0.873;0.495;6;-5.446;1;0.0518;0.199;0.0;0.0805;0.546;106.033;pop
385;0.557;0.457;7;-5.372;1;0.0335;0.428;0.0;0.0567;0.328;105.918;pop
386;0.708;0.186;9;-8.953;0;0.042;0.868;0.0;0.0779;0.322;72.541;pop
387;0.443;0.582;2;-6.02;1;0.0482;0.0301;0.0;0.127;0.239;147.589;pop
388;0.724;0.594;6;-7.126;0;0.102;0.393;0.00116;0.0889;0.413;136.002;pop
389;0.728;0.563;1;-8.053;0;0.134;0.621;0.0;0.179;0.352;100.017;pop
390;0.752;0.505;9;-7.621;1;0.253;0.535;2.55e-06;0.104;0.419;91.97;pop
391;0.587;0.583;5;-5.284;0;0.0313;0.248;0.0;0.124;0.15;139.92;pop
392;0.606;0.9;0;-4.504;1;0.119;0.0101;0.0;0.075;0.233;133.963;pop
393;0.683;0.42;5;-6.51;1;0.0542;0.0875;0.0;0.225;0.469;128.621;pop
394;0.912;0.716;10;-4.141;0;0.0697;0.0904;0.0;0.0491;0.377;94.981;pop
395;0.642;0.546;1;-5.377;1;0.0407;0.0825;0.0;0.0989;0.142;122.165;pop
396;0.629;0.327;11;-8.285;1;0.029;0.761;2.96e-05;0.103;0.381;74.953;pop
397;0.674;0.881;9;-2.853;1;0.147;0.296;3.01e-06;0.0793;0.234;98.994;pop
398;0.642;0.374;4;-9.386;1;0.0545;0.786;0.0;0.0906;0.0799;124.099;pop
399;0.696;0.686;5;-6.113;0;0.0309;0.262;0.0;0.174;0.7;115.982;pop
400;0.825;0.433;5;-13.085;0;0.337;0.0585;0.0;0.0618;0.687;127.686;reggae
401;0.76;0.568;2;-12.166;0;0.0578;0.0521;0.000932;0.0666;0.962;144.678;reggae
402;0.766;0.49;6;-13.04;1;0.3;0.359;0.0085;0.046;0.959;72.846;reggae
403;0.7;0.473;7;-9.893;0;0.0687;0.129;0.000891;0.0452;0.578;91.558;reggae
404;0.858;0.473;5;-10.158;1;0.0411;0.121;0.000376;0.0855;0.93;105.114;reggae
405;0.846;0.564;4;-10.915;0;0.0981;0.0176;0.026;0.0713;0.708;131.25;reggae
406;0.824;0.366;7;-10.96;1;0.145;0.039;0.106;0.0403;0.895;73.949;reggae
407;0.795;0.415;0;-10.466;1;0.153;0.127;8.76e-06;0.0669;0.821;76.28;reggae
408;0.779;0.533;6;-14.152;1;0.0535;0.272;0.159;0.13;0.944;142.495;reggae
409;0.837;0.382;2;-10.726;1;0.052;0.33;6.14e-05;0.127;0.56;139.042;reggae
410;0.501;0.407;9;-13.142;0;0.305;0.252;0.000342;0.128;0.722;77.152;reggae
411;0.707;0.716;10;-8.962;0;0.0879;0.057;4.25e-06;0.36;0.966;154.118;reggae
412;0.822;0.324;0;-12.85;1;0.0422;0.021;0.000302;0.0647;0.698;84.3;reggae
413;0.756;0.558;4;-16.157;1;0.0476;0.162;5.5e-06;0.0748;0.802;97.002;reggae
414;0.604;0.458;4;-15.055;0;0.161;0.432;0.00446;0.0804;0.636;174.248;reggae
415;0.888;0.521;4;-6.845;1;0.306;0.229;0.0;0.0794;0.962;143.879;reggae
416;0.686;0.652;9;-7.586;0;0.111;0.0331;8.34e-06;0.0578;0.503;141.185;reggae
417;0.828;0.354;11;-13.34;0;0.256;0.306;0.0;0.0832;0.788;72.73;reggae
418;0.825;0.62;2;-6.083;1;0.211;0.183;0.0;0.0822;0.744;150.243;reggae
419;0.778;0.513;0;-9.948;1;0.142;0.651;3.03e-06;0.149;0.794;105.378;reggae
420;0.675;0.526;1;-11.39;1;0.0403;0.653;0.000319;0.305;0.93;77.964;reggae
421;0.739;0.758;5;-6.418;0;0.103;0.405;5.18e-05;0.0808;0.787;92.878;reggae
422;0.765;0.555;10;-7.579;0;0.374;0.409;2.04e-06;0.073;0.828;77.848;reggae
423;0.918;0.393;7;-16.088;1;0.15;0.0314;0.000153;0.0269;0.803;131.84;reggae
424;0.932;0.359;11;-12.958;0;0.0944;0.0597;0.0;0.136;0.906;127.153;reggae
425;0.718;0.341;8;-10.771;1;0.106;0.513;0.943;0.126;0.487;159.054;reggae
426;0.749;0.296;4;-17.927;1;0.356;0.0713;0.00458;0.0879;0.475;164.707;reggae
427;0.818;0.459;9;-11.172;0;0.19;0.392;1.15e-05;0.0489;0.726;78.469;reggae
428;0.78;0.427;5;-8.371;0;0.126;0.128;1.76e-05;0.0697;0.526;71.665;reggae
429;0.727;0.413;0;-8.844;1;0.352;0.00565;2.71e-06;0.138;0.814;69.884;reggae
430;0.886;0.522;7;-7.971;1;0.173;0.0477;0.00108;0.207;0.79;82.439;reggae
431;0.766;0.427;4;-10.959;0;0.336;0.731;0.000572;0.184;0.823;74.063;reggae
432;0.813;0.395;0;-11.573;1;0.0721;0.0615;6.72e-06;0.0923;0.783;83.117;reggae
433;0.818;0.418;4;-9.336;0;0.2;0.0321;1.56e-05;0.0736;0.609;148.588;reggae
434;0.852;0.44;2;-11.456;1;0.0747;0.761;0.157;0.102;0.964;135.399;reggae
435;0.841;0.547;5;-8.69;0;0.0601;0.845;0.256;0.0704;0.844;112.852;reggae
436;0.749;0.849;4;-5.761;0;0.0544;0.0299;0.000168;0.115;0.959;145.169;reggae
437;0.822;0.616;8;-5.509;1;0.181;0.25;1.15e-05;0.107;0.665;83.692;reggae
438;0.865;0.549;0;-10.083;1;0.244;0.0845;0.156;0.081;0.616;142.8;reggae
439;0.715;0.389;8;-10.78;0;0.153;0.0142;0.913;0.068;0.318;80.108;reggae
440;0.735;0.507;6;-11.17;0;0.0842;0.136;0.0176;0.373;0.783;144.093;reggae
441;0.938;0.815;9;-7.747;0;0.138;0.452;0.00418;0.346;0.877;124.325;reggae
442;0.637;0.612;1;-7.298;1;0.0661;0.0314;0.000326;0.155;0.711;76.295;reggae
443;0.89;0.597;9;-6.643;0;0.0668;0.046;1.28e-06;0.145;0.768;145.946;reggae
444;0.88;0.674;1;-6.646;0;0.0935;0.00221;0.00406;0.0634;0.844;124.196;reggae
445;0.853;0.658;4;-9.777;0;0.0767;0.39;2.87e-05;0.104;0.626;103.081;reggae
446;0.717;0.578;2;-7.54;1;0.102;0.00354;8.89e-05;0.301;0.919;74.424;reggae
447;0.868;0.696;9;-6.122;0;0.0655;0.00254;0.0545;0.533;0.905;117.654;reggae
448;0.804;0.531;1;-6.467;1;0.0926;0.0241;0.13;0.361;0.768;141.263;reggae
449;0.795;0.519;1;-9.514;1;0.0357;0.137;0.808;0.126;0.945;154.948;reggae
450;0.489;0.724;5;-8.367;1;0.0352;0.313;0.185;0.287;0.15;117.292;rock
451;0.377;0.682;7;-8.039;1;0.0299;0.000894;0.00217;0.0504;0.288;108.736;rock
452;0.596;0.605;7;-12.145;1;0.0255;0.181;0.000331;0.0863;0.886;97.798;rock
453;0.684;0.481;2;-12.59;1;0.0384;0.475;6.57e-05;0.118;0.784;115.078;rock
454;0.338;0.34;9;-12.049;0;0.0339;0.58;0.0032;0.116;0.197;82.433;rock
455;0.55;0.824;2;-5.988;1;0.0334;0.448;0.000127;0.366;0.777;114.512;rock
456;0.333;0.927;9;-8.55;0;0.0733;0.0029;0.000208;0.297;0.385;141.466;rock
457;0.545;0.64;4;-9.937;0;0.224;0.00249;0.0304;0.196;0.606;80.544;rock
458;0.445;0.706;8;-9.803;1;0.0461;0.234;0.000252;0.205;0.768;80.823;rock
459;0.598;0.676;0;-9.211;1;0.0279;0.13;0.225;0.112;0.805;114.169;rock
460;0.596;0.448;5;-9.616;1;0.0396;0.365;5.3e-06;0.206;0.796;83.293;rock
461;0.28;0.908;2;-5.509;0;0.109;0.0327;8.85e-06;0.18;0.26;118.698;rock
462;0.599;0.79;4;-3.58;1;0.043;0.00257;0.00181;0.312;0.961;103.783;rock
463;0.806;0.462;2;-12.778;1;0.0298;0.78;0.0134;0.15;0.736;92.726;rock
464;0.261;0.703;6;-7.871;1;0.0414;0.115;0.00078;0.102;0.405;83.495;rock
465;0.429;0.631;4;-11.514;0;0.0769;7.85e-05;0.00411;0.175;0.376;162.734;rock
466;0.55;0.765;7;-8.684;1;0.0287;4.76e-06;0.873;0.132;0.419;139.46;rock
467;0.361;0.728;6;-8.519;1;0.0368;0.000291;0.000112;0.0701;0.155;105.768;rock
468;0.536;0.901;9;-7.211;1;0.0374;0.00145;0.0186;0.06;0.666;87.559;rock
469;0.547;0.691;4;-13.553;0;0.0369;0.015;0.105;0.144;0.667;137.148;rock
470;0.438;0.805;8;-6.237;1;0.0624;0.00255;5.69e-05;0.0842;0.564;113.253;rock
471;0.454;0.913;9;-4.008;1;0.107;0.408;0.000271;0.248;0.521;137.688;rock
472;0.543;0.529;7;-9.717;1;0.0301;0.326;0.00269;0.709;0.746;85.126;rock
473;0.484;0.711;2;-7.784;1;0.0331;0.0183;0.173;0.0941;0.49;148.189;rock
474;0.674;0.789;8;-6.903;1;0.0676;0.00178;0.0071;0.0754;0.918;129.804;rock
475;0.39;0.649;2;-5.163;1;0.0345;0.172;0.0;0.216;0.144;121.16;rock
476;0.505;0.476;2;-12.897;1;0.0711;0.25;0.00915;0.113;0.542;99.31;rock
477;0.475;0.439;11;-15.039;0;0.0427;0.000146;0.000277;0.223;0.76;118.392;rock
478;0.726;0.463;0;-7.828;1;0.0799;0.00817;0.447;0.255;0.321;123.881;rock
479;0.438;0.71;2;-12.412;1;0.0919;0.262;0.537;0.221;0.53;145.928;rock
480;0.292;0.823;7;-6.763;1;0.0407;0.0117;7.79e-05;0.155;0.244;89.939;rock
481;0.215;0.927;9;-7.327;1;0.0452;0.000273;0.00661;0.126;0.49;170.814;rock
482;0.733;0.726;7;-6.514;1;0.0371;0.379;2.58e-06;0.471;0.915;120.814;rock
483;0.67;0.591;7;-6.012;1;0.0646;0.62;0.0;0.373;0.8;91.439;rock
484;0.666;0.855;9;-5.051;0;0.0295;0.179;1.2e-06;0.0987;0.803;125.639;rock
485;0.623;0.449;5;-13.333;1;0.0253;0.212;0.0;0.0613;0.572;84.383;rock
486;0.768;0.852;4;-6.215;1;0.038;0.214;7.36e-05;0.0723;0.867;128.373;rock
487;0.53;0.864;4;-4.948;0;0.061;0.000753;0.000459;0.354;0.484;166.312;rock
488;0.653;0.677;0;-12.244;1;0.0396;0.249;0.0;0.403;0.888;114.37;rock
489;0.573;0.939;8;-6.441;1;0.0808;0.493;0.0;0.0994;0.963;137.382;rock
490;0.509;0.584;0;-4.907;1;0.057;0.0368;9.96e-05;0.384;0.685;170.411;rock
491;0.855;0.691;2;-6.51;1;0.0514;0.144;0.0;0.36;0.647;121.472;rock
492;0.349;0.692;1;-11.691;1;0.0338;0.462;0.00266;0.197;0.952;179.396;rock
493;0.459;0.727;0;-11.777;1;0.0303;0.00614;0.0652;0.384;0.955;149.231;rock
494;0.645;0.598;1;-13.18;0;0.0335;0.221;3.53e-06;0.0721;0.913;105.929;rock
495;0.477;0.471;6;-10.036;1;0.0277;0.193;1.76e-06;0.131;0.423;81.204;rock
496;0.572;0.835;0;-6.219;1;0.0317;0.171;0.000376;0.0702;0.796;129.994;rock
497;0.554;0.639;9;-7.163;0;0.0278;0.359;0.00274;0.205;0.644;180.638;rock
498;0.7;0.726;2;-7.717;1;0.0329;0.434;1.1e-06;0.0963;0.641;130.109;rock
499;0.276;0.639;2;-11.674;1;0.0471;0.0178;0.0;0.292;0.643;186.502;rock
500;0.711;0.635;4;-13.168;0;0.0537;0.66;0.96;0.194;0.646;124.034;electronic
501;0.717;0.46;11;-11.326;0;0.0372;0.0287;0.785;0.0661;0.0961;110.993;electronic
502;0.776;0.684;5;-8.934;1;0.0367;0.405;0.559;0.0663;0.655;127.979;electronic
503;0.77;0.5;3;-10.275;0;0.0345;0.676;0.00738;0.107;0.256;102.708;electronic
504;0.717;0.571;10;-8.473;1;0.0298;0.537;0.386;0.101;0.549;119.989;electronic
505;0.713;0.725;6;-9.951;1;0.0385;0.539;0.886;0.111;0.24;122.041;electronic
506;0.265;0.588;9;-9.036;1;0.05;0.0762;0.0113;0.128;0.171;112.396;electronic
507;0.743;0.798;9;-8.263;1;0.0557;0.00346;0.00131;0.259;0.928;128.968;electronic
508;0.542;0.16;7;-21.672;0;0.0365;0.946;0.928;0.263;0.198;126.921;electronic
509;0.632;0.714;6;-13.228;0;0.0411;0.0456;0.651;0.132;0.0641;99.988;electronic
510;0.656;0.508;5;-12.805;0;0.0372;0.605;0.902;0.0787;0.103;113.002;electronic
511;0.631;0.521;4;-10.312;0;0.063;0.0201;0.923;0.103;0.118;84.033;electronic
512;0.892;0.388;9;-10.843;0;0.0543;0.386;0.795;0.101;0.356;128.071;electronic
513;0.327;0.425;7;-11.577;0;0.027;0.878;0.000873;0.18;0.165;93.946;electronic
514;0.689;0.874;9;-5.275;0;0.0464;0.0816;0.129;0.272;0.961;121.019;electronic
515;0.896;0.471;1;-10.391;1;0.0766;0.00477;0.874;0.0824;0.282;114.936;electronic
516;0.553;0.659;9;-9.281;1;0.0613;0.502;0.859;0.184;0.46;183.815;electronic
517;0.774;0.794;5;-4.446;0;0.0358;0.00824;0.00317;0.08;0.724;120.002;electronic
518;0.615;0.419;11;-8.8;0;0.0395;0.0173;0.497;0.135;0.216;76.997;electronic
519;0.575;0.558;7;-13.325;1;0.0375;0.176;0.884;0.128;0.29;119.989;electronic
520;0.576;0.953;10;-8.968;1;0.0362;0.00106;0.49;0.474;0.303;140.042;electronic
521;0.774;0.244;9;-9.748;0;0.0299;0.72;0.915;0.379;0.421;103.464;electronic
522;0.712;0.601;5;-8.968;1;0.062;1.09e-05;0.802;0.0982;0.513;124.912;electronic
523;0.805;0.442;8;-8.357;1;0.0549;0.0684;0.0126;0.14;0.371;111.991;electronic
524;0.561;0.33;5;-13.51;1;0.0268;0.76;0.134;0.106;0.378;79.01;electronic
525;0.434;0.305;7;-18.173;1;0.0364;0.892;0.942;0.111;0.0594;139.878;electronic
526;0.482;0.457;1;-13.99;0;0.0449;0.406;0.618;0.297;0.202;87.166;electronic
527;0.808;0.837;9;-6.583;0;0.046;0.238;0.86;0.0624;0.653;92.002;electronic
528;0.574;0.539;0;-12.273;1;0.177;0.336;0.00515;0.196;0.507;119.94;electronic
529;0.76;0.641;0;-9.54;0;0.0374;0.0772;0.897;0.139;0.876;100.978;electronic
530;0.44;0.488;0;-11.969;1;0.0391;0.344;0.592;0.123;0.152;115.08;electronic
531;0.733;0.561;0;-10.687;0;0.0464;0.575;0.872;0.131;0.568;94.999;electronic
532;0.836;0.399;1;-14.917;1;0.0636;0.0613;0.674;0.243;0.437;91.917;electronic
533;0.48;0.676;4;-7.727;0;0.0631;0.00996;0.642;0.116;0.199;144.514;electronic
534;0.466;0.51;1;-14.373;1;0.0715;0.92;0.719;0.105;0.187;117.316;electronic
535;0.717;0.621;11;-11.855;1;0.0536;0.675;0.926;0.111;0.224;118.977;electronic
536;0.758;0.746;7;-11.39;1;0.0639;0.0997;0.0613;0.151;0.212;142.994;electronic
537;0.885;0.485;10;-9.299;1;0.0872;0.0868;0.79;0.0883;0.67;106.394;electronic
538;0.486;0.689;4;-7.735;1;0.028;0.0131;0.579;0.0759;0.573;100.003;electronic
539;0.761;0.775;3;-7.495;0;0.0339;0.00698;0.000543;0.0512;0.966;123.017;electronic
540;0.271;0.486;0;-11.956;0;0.0407;0.351;0.156;0.0894;0.31;179.826;electronic
541;0.614;0.447;10;-12.579;0;0.0475;0.0743;0.826;0.117;0.377;165.051;electronic
542;0.741;0.853;4;-10.141;0;0.0406;0.00706;0.831;0.0757;0.124;123.998;electronic
543;0.699;0.909;5;-6.72;0;0.236;0.13;0.000195;0.34;0.691;171.877;electronic
544;0.425;0.534;11;-9.066;0;0.0333;0.18;0.0062;0.0562;0.187;83.718;electronic
545;0.535;0.761;11;-7.589;0;0.0373;0.0165;0.114;0.0485;0.248;149.968;electronic
546;0.574;0.88;2;-7.045;0;0.035;0.0208;0.0287;0.193;0.857;96.008;electronic
547;0.883;0.812;9;-6.367;0;0.0945;0.0236;0.719;0.291;0.667;103.477;electronic
548;0.577;0.729;11;-14.376;0;0.0319;0.0953;0.928;0.184;0.177;126.988;electronic
549;0.804;0.406;7;-11.154;0;0.0472;0.023;0.837;0.106;0.124;120.012;electronic
